variedad,ubicacion,temporada,riego,inoculante,aplicacion_fungicida,lote_numero,rinde_kg_ha
Sudestada,Tandil,2023/24,sin_riego,BioRaiz,False,L2,8000.6
Sudestada,Tandil,2022/23,con_riego,BioRaiz,True,L2,10531.9
Sudestada,Tandil,2023/24,con_riego,BioRaiz,False,L1,8913.7
Sudestada,Tandil,2024/25,con_riego,BioRaiz,True,L1,9801.4
Sudestada,Tandil,2024/25,con_riego,BioRaiz,False,L1,9555.1
Sudestada,Tandil,2022/23,sin_riego,TerraFix,True,L2,8874.3
Sudestada,Tandil,2023/24,sin_riego,TerraFix,True,L1,8180.7
Sudestada,Tandil,2024/25,sin_riego,TerraFix,False,L2,7911.2
Sudestada,Tandil,2022/23,con_riego,TerraFix,True,L2,9467.2
Sudestada,Tandil,2022/23,con_riego,TerraFix,False,L1,8987.1
Sudestada,Tandil,2023/24,con_riego,TerraFix,False,L1,8397.7
Sudestada,Tandil,2024/25,con_riego,TerraFix,True,L1,9434.7
Sudestada,Tandil,2024/25,con_riego,TerraFix,False,L1,9124.1
Zonda,Pergamino,2022/23,sin_riego,Control,True,L3,7116.0
Zonda,Pergamino,2022/23,sin_riego,Control,False,L2,7016.0
Zonda,Pergamino,2023/24,sin_riego,Control,True,L3,6896.6
Zonda,Pergamino,2023/24,sin_riego,Control,False,L1,6109.2
Zonda,Pergamino,2024/25,sin_riego,Control,True,L1,7360.2
Zonda,Pergamino,2024/25,sin_riego,Control,False,L3,6989.2
Zonda,Pergamino,2022/23,con_riego,Control,True,L1,8041.4
Zonda,Pergamino,2022/23,con_riego,Control,False,L1,7428.9
Zonda,Pergamino,2023/24,con_riego,Control,True,L2,7356.7
Zonda,Pergamino,2023/24,con_riego,Control,False,L3,6922.3
Zonda,Pergamino,2024/25,con_riego,Control,True,L3,8094.2
Zonda,Pergamino,2024/25,con_riego,Control,False,L1,7945.4
Zonda,Pergamino,2022/23,sin_riego,NitroMax,False,L3,7004.3
Zonda,Pergamino,2023/24,sin_riego,NitroMax,True,L3,6225.6
Zonda,Pergamino,2024/25,sin_riego,NitroMax,False,L3,6957.0
Zonda,Pergamino,2022/23,con_riego,NitroMax,True,L1,8208.4
Zonda,Pergamino,2022/23,con_riego,NitroMax,False,L3,7845.6
Zonda,Pergamino,2023/24,con_riego,NitroMax,True,L2,7616.4
Zonda,Pergamino,2023/24,con_riego,NitroMax,False,L3,6693.0
Zonda,Pergamino,2024/25,con_riego,NitroMax,False,L2,7546.5
Zonda,Pergamino,2022/23,sin_riego,BioRaiz,True,L2,7808.2
Zonda,Pergamino,2022/23,sin_riego,BioRaiz,False,L3,7568.1
Zonda,Pergamino,2023/24,sin_riego,BioRaiz,True,L3,6530.0
Zonda,Pergamino,2023/24,sin_riego,BioRaiz,False,L1,6726.8
Zonda,Pergamino,2024/25,sin_riego,BioRaiz,True,L3,8283.1
Zonda,Pergamino,2022/23,con_riego,BioRaiz,True,L1,8707.2
Zonda,Pergamino,2023/24,con_riego,BioRaiz,False,L3,7734.1
Zonda,Pergamino,2024/25,con_riego,BioRaiz,False,L2,8183.1
Zonda,Pergamino,2023/24,sin_riego,TerraFix,True,L3,6636.6
Zonda,Pergamino,2022/23,con_riego,TerraFix,True,L1,7816.1
Zonda,Pergamino,2022/23,con_riego,TerraFix,False,L1,7093.6
Zonda,Pergamino,2024/25,con_riego,TerraFix,True,L1,8684.0
Zonda,Venado Tuerto,2022/23,sin_riego,Control,True,L2,5824.2
Zonda,Venado Tuerto,2022/23,sin_riego,Control,False,L1,5972.5
Zonda,Venado Tuerto,2023/24,sin_riego,Control,True,L1,5061.8
Zonda,Venado Tuerto,2023/24,sin_riego,Control,False,L1,5055.2
Zonda,Venado Tuerto,2022/23,con_riego,Control,True,L2,7001.3
Zonda,Venado Tuerto,2022/23,con_riego,Control,False,L1,6845.7
Zonda,Venado Tuerto,2023/24,con_riego,Control,True,L1,6505.8
Zonda,Venado Tuerto,2023/24,con_riego,Control,False,L1,6526.7
Zonda,Venado Tuerto,2024/25,con_riego,Control,True,L1,7289.8
Zonda,Venado Tuerto,2024/25,con_riego,Control,False,L2,7266.8
Zonda,Venado Tuerto,2022/23,sin_riego,NitroMax,True,L1,6541.8
Zonda,Venado Tuerto,2023/24,sin_riego,NitroMax,True,L2,5151.1
Zonda,Venado Tuerto,2024/25,sin_riego,NitroMax,True,L2,6234.6
Zonda,Venado Tuerto,2024/25,sin_riego,NitroMax,False,L2,6567.2
Zonda,Venado Tuerto,2023/24,con_riego,NitroMax,True,L2,6754.1
Zonda,Venado Tuerto,2024/25,con_riego,NitroMax,False,L2,6801.9
Zonda,Venado Tuerto,2022/23,sin_riego,BioRaiz,True,L2,6492.5
Zonda,Venado Tuerto,2023/24,sin_riego,BioRaiz,False,L2,6310.3
Zonda,Venado Tuerto,2024/25,sin_riego,BioRaiz,False,L2,6872.3
Zonda,Venado Tuerto,2022/23,con_riego,BioRaiz,True,L2,7584.7
Zonda,Venado Tuerto,2022/23,con_riego,BioRaiz,False,L2,7469.0
Zonda,Venado Tuerto,2024/25,con_riego,BioRaiz,True,L1,7572.5
Zonda,Venado Tuerto,2024/25,con_riego,BioRaiz,False,L1,7760.7
Zonda,Venado Tuerto,2022/23,sin_riego,TerraFix,True,L1,6029.3
Zonda,Venado Tuerto,2022/23,sin_riego,TerraFix,False,L2,6088.1
Zonda,Venado Tuerto,2023/24,sin_riego,TerraFix,False,L1,5472.0
Zonda,Venado Tuerto,2024/25,sin_riego,TerraFix,True,L2,6060.1
Zonda,Venado Tuerto,2024/25,sin_riego,TerraFix,False,L2,6399.0
Zonda,Venado Tuerto,2022/23,con_riego,TerraFix,True,L2,7866.0
Zonda,Venado Tuerto,2022/23,con_riego,TerraFix,False,L2,6552.4
Zonda,Venado Tuerto,2023/24,con_riego,TerraFix,True,L2,6490.7
Zonda,Venado Tuerto,2023/24,con_riego,TerraFix,False,L1,6187.1
Zonda,Venado Tuerto,2024/25,con_riego,TerraFix,True,L2,7361.7
Zonda,Venado Tuerto,2024/25,con_riego,TerraFix,False,L2,7213.0
Zonda,Río Cuarto,2022/23,sin_riego,Control,True,L2,7413.3
Zonda,Río Cuarto,2022/23,sin_riego,Control,False,L1,7529.1
Zonda,Río Cuarto,2023/24,sin_riego,Control,True,L2,6603.9
Zonda,Río Cuarto,2023/24,sin_riego,Control,False,L3,6867.0
Zonda,Río Cuarto,2022/23,con_riego,Control,False,L3,7493.6
Zonda,Río Cuarto,2023/24,con_riego,Control,True,L3,7945.3
Zonda,Río Cuarto,2023/24,con_riego,Control,False,L1,7605.0
Zonda,Río Cuarto,2024/25,con_riego,Control,True,L3,8601.8
Zonda,Río Cuarto,2024/25,con_riego,Control,False,L3,7958.4
Zonda,Río Cuarto,2022/23,sin_riego,NitroMax,True,L1,6967.4
Zonda,Río Cuarto,2023/24,sin_riego,NitroMax,True,L2,6590.9
Zonda,Río Cuarto,2024/25,sin_riego,NitroMax,False,L3,7345.2
Zonda,Río Cuarto,2022/23,con_riego,NitroMax,True,L3,8229.3
Zonda,Río Cuarto,2022/23,con_riego,NitroMax,False,L3,8453.7
Zonda,Río Cuarto,2023/24,con_riego,NitroMax,True,L3,7005.7
Zonda,Río Cuarto,2023/24,con_riego,NitroMax,False,L3,7772.7
Zonda,Río Cuarto,2024/25,con_riego,NitroMax,False,L1,8302.3
Zonda,Río Cuarto,2022/23,sin_riego,BioRaiz,True,L3,7622.9
Zonda,Río Cuarto,2022/23,sin_riego,BioRaiz,False,L2,7268.1
Zonda,Río Cuarto,2024/25,sin_riego,BioRaiz,True,L2,7970.9
Zonda,Río Cuarto,2022/23,con_riego,BioRaiz,True,L1,7954.0
Zonda,Río Cuarto,2022/23,con_riego,BioRaiz,False,L1,8811.6
Zonda,Río Cuarto,2023/24,con_riego,BioRaiz,True,L1,7562.2
Zonda,Río Cuarto,2024/25,con_riego,BioRaiz,True,L1,8795.0
Zonda,Río Cuarto,2022/23,sin_riego,TerraFix,True,L2,7166.6
Zonda,Río Cuarto,2022/23,sin_riego,TerraFix,False,L2,7527.5
Zonda,Río Cuarto,2023/24,sin_riego,TerraFix,False,L2,6500.0
Zonda,Río Cuarto,2024/25,sin_riego,TerraFix,True,L3,7155.6
Zonda,Río Cuarto,2024/25,sin_riego,TerraFix,False,L3,7208.2
Zonda,Río Cuarto,2022/23,con_riego,TerraFix,True,L3,8506.4
Zonda,Río Cuarto,2022/23,con_riego,TerraFix,False,L3,8300.2
Zonda,Río Cuarto,2023/24,con_riego,TerraFix,True,L2,7392.0
Zonda,Río Cuarto,2024/25,con_riego,TerraFix,True,L1,8233.8
Zonda,Río Cuarto,2024/25,con_riego,TerraFix,False,L2,7861.2
Zonda,Junín,2022/23,sin_riego,Control,True,L1,6458.8
Zonda,Junín,2023/24,sin_riego,Control,True,L2,5207.3
Zonda,Junín,2023/24,sin_riego,Control,False,L1,5910.5
Zonda,Junín,2024/25,sin_riego,Control,True,L2,6536.0
Zonda,Junín,2022/23,con_riego,Control,False,L1,7968.3
Zonda,Junín,2023/24,con_riego,Control,True,L1,6342.0
Zonda,Junín,2022/23,sin_riego,NitroMax,True,L2,6321.3
Zonda,Junín,2022/23,sin_riego,NitroMax,False,L2,6853.5
Zonda,Junín,2023/24,sin_riego,NitroMax,True,L1,6033.6
Zonda,Junín,2023/24,sin_riego,NitroMax,False,L2,5505.1
Zonda,Junín,2024/25,sin_riego,NitroMax,True,L2,6562.7
Zonda,Junín,2024/25,sin_riego,NitroMax,False,L1,6500.6
Zonda,Junín,2022/23,con_riego,NitroMax,True,L2,7378.9
Zonda,Junín,2023/24,con_riego,NitroMax,True,L2,6454.4
Zonda,Junín,2023/24,con_riego,NitroMax,False,L2,6625.0
Zonda,Junín,2022/23,sin_riego,BioRaiz,True,L2,6382.5
Zonda,Junín,2022/23,sin_riego,BioRaiz,False,L1,6867.8
Zonda,Junín,2023/24,sin_riego,BioRaiz,True,L2,6306.0
Zonda,Junín,2024/25,sin_riego,BioRaiz,True,L1,6916.3
Zonda,Junín,2024/25,sin_riego,BioRaiz,False,L1,6527.8
Zonda,Junín,2023/24,con_riego,BioRaiz,False,L2,7406.8
Zonda,Junín,2024/25,con_riego,BioRaiz,True,L2,8032.1
Zonda,Junín,2024/25,con_riego,BioRaiz,False,L1,7726.7
Zonda,Junín,2022/23,sin_riego,TerraFix,False,L1,6271.4
Zonda,Junín,2024/25,sin_riego,TerraFix,True,L1,6079.8
Zonda,Junín,2022/23,con_riego,TerraFix,True,L2,7012.9
Zonda,Junín,2023/24,con_riego,TerraFix,True,L1,6499.4
Zonda,Junín,2023/24,con_riego,TerraFix,False,L2,6994.0
Zonda,Junín,2024/25,con_riego,TerraFix,False,L1,7270.9
Zonda,Marcos Juárez,2022/23,sin_riego,Control,True,L1,7699.3
Zonda,Marcos Juárez,2022/23,sin_riego,Control,False,L2,6849.3
Zonda,Marcos Juárez,2023/24,sin_riego,Control,False,L3,6419.4
Zonda,Marcos Juárez,2024/25,sin_riego,Control,True,L1,7630.4
Zonda,Marcos Juárez,2024/25,sin_riego,Control,False,L3,7394.5
Zonda,Marcos Juárez,2022/23,con_riego,Control,True,L3,8320.3
Zonda,Marcos Juárez,2022/23,con_riego,Control,False,L3,7509.7
Zonda,Marcos Juárez,2023/24,con_riego,Control,False,L1,6913.1
Zonda,Marcos Juárez,2024/25,con_riego,Control,True,L1,8471.1
Zonda,Marcos Juárez,2024/25,con_riego,Control,False,L3,7750.3
Zonda,Marcos Juárez,2022/23,sin_riego,NitroMax,True,L3,7634.9
Zonda,Marcos Juárez,2023/24,sin_riego,NitroMax,False,L1,6219.6
Zonda,Marcos Juárez,2022/23,con_riego,NitroMax,True,L1,9134.9
Zonda,Marcos Juárez,2022/23,con_riego,NitroMax,False,L3,7463.4
Zonda,Marcos Juárez,2023/24,con_riego,NitroMax,True,L2,7877.0
Zonda,Marcos Juárez,2024/25,con_riego,NitroMax,True,L1,8304.2
Zonda,Marcos Juárez,2022/23,sin_riego,BioRaiz,True,L3,7861.8
Zonda,Marcos Juárez,2022/23,sin_riego,BioRaiz,False,L3,7519.6
Zonda,Marcos Juárez,2024/25,sin_riego,BioRaiz,False,L2,6978.9
Zonda,Marcos Juárez,2022/23,con_riego,BioRaiz,True,L1,9016.3
Zonda,Marcos Juárez,2022/23,con_riego,BioRaiz,False,L2,8962.8
Zonda,Marcos Juárez,2023/24,con_riego,BioRaiz,False,L1,7653.0
Zonda,Marcos Juárez,2024/25,con_riego,BioRaiz,True,L2,9172.7
Zonda,Marcos Juárez,2024/25,con_riego,BioRaiz,False,L3,8867.0
Zonda,Marcos Juárez,2022/23,sin_riego,TerraFix,True,L3,7474.1
Zonda,Marcos Juárez,2022/23,sin_riego,TerraFix,False,L3,6837.3
Zonda,Marcos Juárez,2023/24,sin_riego,TerraFix,True,L2,6232.8
Zonda,Marcos Juárez,2023/24,sin_riego,TerraFix,False,L1,6529.5
Zonda,Marcos Juárez,2024/25,sin_riego,TerraFix,True,L2,7638.3
Zonda,Marcos Juárez,2024/25,sin_riego,TerraFix,False,L3,6866.4
Zonda,Marcos Juárez,2022/23,con_riego,TerraFix,True,L1,8505.4
Zonda,Marcos Juárez,2023/24,con_riego,TerraFix,True,L3,7656.6
Zonda,Marcos Juárez,2023/24,con_riego,TerraFix,False,L1,7152.0
Zonda,Tandil,2022/23,sin_riego,Control,True,L1,6589.8
Zonda,Tandil,2022/23,sin_riego,Control,False,L1,5525.3
Zonda,Tandil,2024/25,sin_riego,Control,True,L1,6863.2
Zonda,Tandil,2022/23,con_riego,Control,True,L1,6978.6
Zonda,Tandil,2022/23,con_riego,Control,False,L2,6664.4
Zonda,Tandil,2023/24,con_riego,Control,True,L2,7258.4
Zonda,Tandil,2023/24,con_riego,Control,False,L1,6515.7
Zonda,Tandil,2024/25,con_riego,Control,False,L2,7027.3
Zonda,Tandil,2022/23,sin_riego,NitroMax,False,L1,5636.7
Zonda,Tandil,2023/24,sin_riego,NitroMax,True,L1,5621.8
Zonda,Tandil,2023/24,sin_riego,NitroMax,False,L1,5270.5
Zonda,Tandil,2024/25,sin_riego,NitroMax,True,L1,6580.5
Zonda,Tandil,2024/25,sin_riego,NitroMax,False,L1,6024.6
Zonda,Tandil,2022/23,con_riego,NitroMax,True,L2,7361.4
Zonda,Tandil,2022/23,con_riego,NitroMax,False,L2,6790.0
Zonda,Tandil,2023/24,con_riego,NitroMax,True,L2,6316.2
Zonda,Tandil,2023/24,con_riego,NitroMax,False,L1,6055.4
Zonda,Tandil,2024/25,con_riego,NitroMax,False,L2,7256.1
Zonda,Tandil,2022/23,sin_riego,BioRaiz,True,L1,6516.9
Zonda,Tandil,2023/24,sin_riego,BioRaiz,False,L1,5676.9
Zonda,Tandil,2024/25,sin_riego,BioRaiz,True,L1,6820.5
Zonda,Tandil,2024/25,sin_riego,BioRaiz,False,L1,6561.2
Zonda,Tandil,2022/23,con_riego,BioRaiz,False,L1,7221.2
Zonda,Tandil,2023/24,con_riego,BioRaiz,False,L2,7093.7
Zonda,Tandil,2024/25,con_riego,BioRaiz,True,L2,8141.8
Zonda,Tandil,2024/25,con_riego,BioRaiz,False,L2,7112.7
Zonda,Tandil,2022/23,sin_riego,TerraFix,True,L2,6607.9
Zonda,Tandil,2023/24,sin_riego,TerraFix,False,L2,5033.1
Zonda,Tandil,2024/25,sin_riego,TerraFix,True,L1,6408.4
Zonda,Tandil,2024/25,sin_riego,TerraFix,False,L1,6137.9
Zonda,Tandil,2022/23,con_riego,TerraFix,True,L2,7232.3
Zonda,Tandil,2023/24,con_riego,TerraFix,False,L2,6450.0
Zonda,Tandil,2024/25,con_riego,TerraFix,True,L1,7303.1
Zonda,Tandil,2024/25,con_riego,TerraFix,False,L2,6826.7
Pampero,Pergamino,2022/23,sin_riego,Control,True,L3,10036.2
Pampero,Pergamino,2022/23,sin_riego,Control,False,L3,9541.6
Pampero,Pergamino,2023/24,sin_riego,Control,True,L3,9877.8
Pampero,Pergamino,2023/24,sin_riego,Control,False,L3,9226.1
Pampero,Pergamino,2022/23,con_riego,Control,False,L1,11128.8
Pampero,Pergamino,2023/24,con_riego,Control,True,L1,11154.9
Pampero,Pergamino,2023/24,con_riego,Control,False,L1,9711.4
Pampero,Pergamino,2024/25,con_riego,Control,False,L2,10819.7
Pampero,Pergamino,2022/23,sin_riego,NitroMax,True,L2,9890.7
Pampero,Pergamino,2022/23,sin_riego,NitroMax,False,L3,9482.3
Pampero,Pergamino,2024/25,sin_riego,NitroMax,True,L1,10193.6
Pampero,Pergamino,2024/25,sin_riego,NitroMax,False,L3,9554.0
Pampero,Pergamino,2022/23,con_riego,NitroMax,False,L1,10355.5
Pampero,Pergamino,2024/25,con_riego,NitroMax,True,L1,11279.6
Pampero,Pergamino,2022/23,sin_riego,BioRaiz,False,L1,9839.3
Pampero,Pergamino,2023/24,sin_riego,BioRaiz,True,L1,10285.8
Pampero,Pergamino,2024/25,sin_riego,BioRaiz,False,L3,10073.0
Pampero,Pergamino,2022/23,con_riego,BioRaiz,True,L3,12436.7
Pampero,Pergamino,2023/24,con_riego,BioRaiz,False,L1,10353.6
Pampero,Pergamino,2024/25,con_riego,BioRaiz,True,L1,11820.2
Pampero,Pergamino,2024/25,con_riego,BioRaiz,False,L2,10917.3
Pampero,Pergamino,2022/23,sin_riego,TerraFix,False,L1,10177.7
Pampero,Pergamino,2023/24,sin_riego,TerraFix,True,L1,9883.5
Pampero,Pergamino,2023/24,sin_riego,TerraFix,False,L3,9133.1
Pampero,Pergamino,2024/25,sin_riego,TerraFix,False,L3,9472.9
Pampero,Pergamino,2022/23,con_riego,TerraFix,False,L1,10709.0
Pampero,Pergamino,2023/24,con_riego,TerraFix,False,L1,9686.0
Pampero,Pergamino,2024/25,con_riego,TerraFix,True,L3,11729.5
Pampero,Pergamino,2024/25,con_riego,TerraFix,False,L1,11026.6
Pampero,Venado Tuerto,2022/23,sin_riego,Control,True,L1,9026.7
Pampero,Venado Tuerto,2022/23,sin_riego,Control,False,L2,8317.8
Pampero,Venado Tuerto,2023/24,sin_riego,Control,True,L2,8074.6
Pampero,Venado Tuerto,2023/24,sin_riego,Control,False,L1,8542.6
Pampero,Venado Tuerto,2024/25,sin_riego,Control,True,L2,9489.6
Pampero,Venado Tuerto,2022/23,con_riego,Control,True,L1,10260.6
Pampero,Venado Tuerto,2022/23,con_riego,Control,False,L2,9504.2
Pampero,Venado Tuerto,2023/24,con_riego,Control,True,L2,9384.4
Pampero,Venado Tuerto,2024/25,con_riego,Control,True,L1,10384.3
Pampero,Venado Tuerto,2024/25,con_riego,Control,False,L1,9635.7
Pampero,Venado Tuerto,2022/23,sin_riego,NitroMax,True,L1,8997.8
Pampero,Venado Tuerto,2022/23,sin_riego,NitroMax,False,L2,9076.7
Pampero,Venado Tuerto,2023/24,sin_riego,NitroMax,False,L1,8265.8
Pampero,Venado Tuerto,2024/25,sin_riego,NitroMax,True,L1,8631.4
Pampero,Venado Tuerto,2024/25,sin_riego,NitroMax,False,L2,9058.8
Pampero,Venado Tuerto,2022/23,con_riego,NitroMax,True,L2,9858.4
Pampero,Venado Tuerto,2022/23,con_riego,NitroMax,False,L2,9908.5
Pampero,Venado Tuerto,2023/24,con_riego,NitroMax,False,L2,9142.2
Pampero,Venado Tuerto,2024/25,con_riego,NitroMax,True,L1,9976.0
Pampero,Venado Tuerto,2024/25,con_riego,NitroMax,False,L2,10088.9
Pampero,Venado Tuerto,2022/23,sin_riego,BioRaiz,False,L1,9603.9
Pampero,Venado Tuerto,2023/24,sin_riego,BioRaiz,True,L1,8744.8
Pampero,Venado Tuerto,2024/25,sin_riego,BioRaiz,False,L1,9515.3
Pampero,Venado Tuerto,2023/24,con_riego,BioRaiz,True,L1,9805.9
Pampero,Venado Tuerto,2024/25,con_riego,BioRaiz,True,L2,10042.1
Pampero,Venado Tuerto,2024/25,con_riego,BioRaiz,False,L1,10713.6
Pampero,Venado Tuerto,2022/23,sin_riego,TerraFix,True,L2,8999.8
Pampero,Venado Tuerto,2023/24,sin_riego,TerraFix,True,L1,8361.1
Pampero,Venado Tuerto,2023/24,sin_riego,TerraFix,False,L1,8619.0
Pampero,Venado Tuerto,2024/25,sin_riego,TerraFix,True,L2,8603.2
Pampero,Venado Tuerto,2024/25,sin_riego,TerraFix,False,L1,8597.3
Pampero,Venado Tuerto,2022/23,con_riego,TerraFix,True,L2,10026.7
Pampero,Venado Tuerto,2022/23,con_riego,TerraFix,False,L2,9948.0
Pampero,Venado Tuerto,2024/25,con_riego,TerraFix,True,L2,10147.6
Pampero,Río Cuarto,2022/23,sin_riego,Control,False,L2,9970.6
Pampero,Río Cuarto,2023/24,sin_riego,Control,True,L3,9636.0
Pampero,Río Cuarto,2023/24,sin_riego,Control,False,L1,9711.1
Pampero,Río Cuarto,2024/25,sin_riego,Control,True,L3,10385.5
Pampero,Río Cuarto,2024/25,sin_riego,Control,False,L2,10177.0
Pampero,Río Cuarto,2022/23,con_riego,Control,True,L2,10459.8
Pampero,Río Cuarto,2022/23,con_riego,Control,False,L1,11265.4
Pampero,Río Cuarto,2023/24,con_riego,Control,True,L3,10742.1
Pampero,Río Cuarto,2024/25,con_riego,Control,True,L1,11380.5
Pampero,Río Cuarto,2024/25,con_riego,Control,False,L2,10953.7
Pampero,Río Cuarto,2022/23,sin_riego,NitroMax,True,L2,10288.7
Pampero,Río Cuarto,2022/23,sin_riego,NitroMax,False,L2,10340.9
Pampero,Río Cuarto,2023/24,sin_riego,NitroMax,False,L1,9886.5
Pampero,Río Cuarto,2022/23,con_riego,NitroMax,False,L2,10804.7
Pampero,Río Cuarto,2023/24,con_riego,NitroMax,True,L2,10336.6
Pampero,Río Cuarto,2024/25,con_riego,NitroMax,True,L2,11409.2
Pampero,Río Cuarto,2024/25,con_riego,NitroMax,False,L2,11216.1
Pampero,Río Cuarto,2023/24,sin_riego,BioRaiz,True,L2,9617.1
Pampero,Río Cuarto,2024/25,sin_riego,BioRaiz,True,L1,10846.1
Pampero,Río Cuarto,2024/25,sin_riego,BioRaiz,False,L3,10892.0
Pampero,Río Cuarto,2022/23,con_riego,BioRaiz,True,L2,11554.6
Pampero,Río Cuarto,2022/23,con_riego,BioRaiz,False,L2,11591.5
Pampero,Río Cuarto,2023/24,con_riego,BioRaiz,True,L1,10807.6
Pampero,Río Cuarto,2023/24,con_riego,BioRaiz,False,L2,11293.9
Pampero,Río Cuarto,2024/25,con_riego,BioRaiz,True,L2,11427.8
Pampero,Río Cuarto,2022/23,sin_riego,TerraFix,True,L2,9935.6
Pampero,Río Cuarto,2023/24,sin_riego,TerraFix,True,L3,9453.1
Pampero,Río Cuarto,2024/25,sin_riego,TerraFix,True,L3,10496.1
Pampero,Río Cuarto,2024/25,sin_riego,TerraFix,False,L3,9830.7
Pampero,Río Cuarto,2022/23,con_riego,TerraFix,True,L2,10683.1
Pampero,Río Cuarto,2023/24,con_riego,TerraFix,False,L3,9829.4
Pampero,Río Cuarto,2024/25,con_riego,TerraFix,True,L3,11209.2
Pampero,Junín,2023/24,sin_riego,Control,True,L1,8286.9
Pampero,Junín,2023/24,sin_riego,Control,False,L2,8492.3
Pampero,Junín,2024/25,sin_riego,Control,True,L1,9585.2
Pampero,Junín,2022/23,con_riego,Control,True,L2,10020.4
Pampero,Junín,2022/23,con_riego,Control,False,L2,10264.8
Pampero,Junín,2023/24,con_riego,Control,True,L1,9466.2
Pampero,Junín,2023/24,con_riego,Control,False,L1,9738.2
Pampero,Junín,2024/25,con_riego,Control,True,L1,10483.0
Pampero,Junín,2024/25,con_riego,Control,False,L1,10156.3
Pampero,Junín,2022/23,sin_riego,NitroMax,True,L1,9202.8
Pampero,Junín,2023/24,sin_riego,NitroMax,False,L2,8892.2
Pampero,Junín,2024/25,sin_riego,NitroMax,True,L2,9510.1
Pampero,Junín,2024/25,sin_riego,NitroMax,False,L1,9008.9
Pampero,Junín,2022/23,con_riego,NitroMax,True,L1,10383.6
Pampero,Junín,2022/23,con_riego,NitroMax,False,L1,9896.3
Pampero,Junín,2023/24,con_riego,NitroMax,True,L2,9945.5
Pampero,Junín,2024/25,con_riego,NitroMax,False,L1,10636.7
Pampero,Junín,2022/23,sin_riego,BioRaiz,True,L2,9811.2
Pampero,Junín,2023/24,sin_riego,BioRaiz,True,L1,9124.0
Pampero,Junín,2024/25,sin_riego,BioRaiz,True,L2,9821.5
Pampero,Junín,2022/23,con_riego,BioRaiz,True,L1,10870.0
Pampero,Junín,2023/24,con_riego,BioRaiz,True,L2,9926.2
Pampero,Junín,2023/24,con_riego,BioRaiz,False,L2,10096.0
Pampero,Junín,2024/25,con_riego,BioRaiz,False,L1,11074.1
Pampero,Junín,2022/23,sin_riego,TerraFix,True,L2,9092.7
Pampero,Junín,2022/23,sin_riego,TerraFix,False,L1,9077.5
Pampero,Junín,2023/24,sin_riego,TerraFix,True,L1,8265.6
Pampero,Junín,2023/24,sin_riego,TerraFix,False,L2,8301.9
Pampero,Junín,2024/25,sin_riego,TerraFix,True,L2,8888.0
Pampero,Junín,2024/25,sin_riego,TerraFix,False,L1,9604.4
Pampero,Junín,2023/24,con_riego,TerraFix,True,L2,10056.5
Pampero,Junín,2023/24,con_riego,TerraFix,False,L2,9949.1
Pampero,Junín,2024/25,con_riego,TerraFix,True,L1,9894.7
Pampero,Marcos Juárez,2022/23,sin_riego,Control,True,L2,10623.0
Pampero,Marcos Juárez,2023/24,sin_riego,Control,True,L2,10168.2
Pampero,Marcos Juárez,2023/24,sin_riego,Control,False,L1,9122.1
Pampero,Marcos Juárez,2024/25,sin_riego,Control,False,L3,10078.4
Pampero,Marcos Juárez,2022/23,con_riego,Control,True,L1,10807.8
Pampero,Marcos Juárez,2022/23,con_riego,Control,False,L3,10924.7
Pampero,Marcos Juárez,2024/25,con_riego,Control,False,L2,10702.2
Pampero,Marcos Juárez,2022/23,sin_riego,NitroMax,True,L2,10475.9
Pampero,Marcos Juárez,2022/23,sin_riego,NitroMax,False,L1,9462.9
Pampero,Marcos Juárez,2023/24,sin_riego,NitroMax,True,L3,9922.0
Pampero,Marcos Juárez,2024/25,sin_riego,NitroMax,True,L3,10856.9
Pampero,Marcos Juárez,2024/25,sin_riego,NitroMax,False,L2,9830.7
Pampero,Marcos Juárez,2022/23,con_riego,NitroMax,True,L2,11051.7
Pampero,Marcos Juárez,2022/23,con_riego,NitroMax,False,L1,10246.3
Pampero,Marcos Juárez,2023/24,con_riego,NitroMax,True,L3,10645.4
Pampero,Marcos Juárez,2023/24,con_riego,NitroMax,False,L1,10037.2
Pampero,Marcos Juárez,2024/25,con_riego,NitroMax,True,L2,11085.7
Pampero,Marcos Juárez,2024/25,con_riego,NitroMax,False,L3,11126.8
Pampero,Marcos Juárez,2022/23,sin_riego,BioRaiz,True,L3,10774.0
Pampero,Marcos Juárez,2022/23,sin_riego,BioRaiz,False,L3,10078.8
Pampero,Marcos Juárez,2023/24,sin_riego,BioRaiz,True,L3,10094.7
Pampero,Marcos Juárez,2023/24,sin_riego,BioRaiz,False,L2,10030.0
Pampero,Marcos Juárez,2024/25,sin_riego,BioRaiz,False,L3,10698.8
Pampero,Marcos Juárez,2022/23,con_riego,BioRaiz,False,L3,11293.6
Pampero,Marcos Juárez,2023/24,con_riego,BioRaiz,True,L2,11373.3
Pampero,Marcos Juárez,2023/24,con_riego,BioRaiz,False,L1,10354.9
Pampero,Marcos Juárez,2024/25,con_riego,BioRaiz,True,L2,12009.1
Pampero,Marcos Juárez,2024/25,con_riego,BioRaiz,False,L2,11521.3
Pampero,Marcos Juárez,2022/23,sin_riego,TerraFix,True,L3,10288.4
Pampero,Marcos Juárez,2022/23,sin_riego,TerraFix,False,L2,10021.9
